bookID,title,authors,average_rating,isbn,isbn13,language_code,num_pages,ratings_count,text_reviews_count,publication_date,publisher,resumen,ejemplares,disponibilidad,pasillo,estante
507,Frogs/Assemblywomen/Wealth (Loeb Classical Library 180),Aristophanes/Jeffrey Henderson,4.21,674995961,9.78E+12,grc,608,58,4,05/01/02,Harvard University Press,Resumen de: Frogs/Assemblywomen/Wealth (Loeb Classical Library 180),5,1,9,2
508,Cliffs Notes on Aristophanes' Lysistrata  The Birds  The Clouds  The Frogs,W. John Campbell,2.8,822007762,49086007763,eng,80,5,0,12/29/1983,Cliffs Notes,Resumen de: Cliffs Notes on Aristophanes' Lysistrata  The Birds  The Clouds  The Frogs,1,1,8,3
509,Aristophanes and Athens: An Introduction to the Plays,Douglas M. MacDowell,4.07,198721595,9.78E+12,eng,376,14,3,10/01/95,Oxford University Press,Resumen de: Aristophanes and Athens: An Introduction to the Plays,5,1,6,3
510,Lysistrata,Aristophanes/Douglass Parker,3.85,451616227,9.78E+12,eng,98,19,2,02/01/70,Signet,Resumen de: Lysistrata,3,3,5,3
511,Peace,Aristophanes/S. Douglas Olson,3.6,198140819,9.78E+12,eng,408,262,13,2/25/1999,Oxford University Press  USA,Resumen de: Peace,2,1,9,3
512,Lysistrata,Aristophanes/Sarah Ruden,3.85,872206033,9.78E+12,eng,132,30604,552,03/01/03,Hackett Publishing Company  Inc.,Resumen de: Lysistrata,4,2,5,3
513,The Knights / Peace / The Birds / The Assembly Women / Wealth,Aristophanes/Alan H. Sommerstein/David B. Barrett/David Brett,3.69,140443320,9.78E+12,en-US,335,42,1,7/27/1978,Penguin Classics,Resumen de: The Knights / Peace / The Birds / The Assembly Women / Wealth,1,1,1,1
514,Genres in Dialogue: Plato and the Construct of Philosophy,Andrea Wilson Nightingale,4.33,521774330,9.78E+12,en-GB,238,5,2,4/13/2000,Cambridge University Press,Resumen de: Genres in Dialogue: Plato and the Construct of Philosophy,3,3,8,3
515,The Curious Incident of the Dog in the Night-Time,Mark Haddon,3.88,1400032717,9.78E+12,eng,226,1054308,35537,5/18/2004,Vintage,Resumen de: The Curious Incident of the Dog in the Night-Time,2,1,7,1
516,The Night Gardener,George Pelecanos,3.64,316156507,9.78E+12,eng,372,4067,357,08/08/06,Little Brown and Company,Resumen de: The Night Gardener,1,1,5,3
517,Twelfth Night,William Shakespeare,3.98,743482778,9.78E+12,eng,272,138101,2513,07/01/04,Simon Schuster,Resumen de: Twelfth Night,1,1,4,3
518,Brokeback Mountain,Annie Proulx,3.94,743271327,9.78E+12,eng,55,24985,1751,12/02/05,Scribner,Resumen de: Brokeback Mountain,5,4,1,3
519,Getting Things Done: The Art of Stress-Free Productivity,David    Allen,3.99,142000280,9.78E+12,en-GB,267,105507,3838,12/31/2002,Penguin Books,Resumen de: Getting Things Done: The Art of Stress-Free Productivity,3,2,10,2
520,Getting Things Done When You Are Not in Charge,Geoffrey M. Bellman,3.46,1576751724,9.78E+12,eng,176,75,12,8/27/2001,Berrett-Koehler Publishers,Resumen de: Getting Things Done When You Are Not in Charge,5,2,8,3
521,Formas breves,Ricardo Piglia,4.17,843392463X,9.79E+12,spa,144,240,30,06/01/01,Anagrama,Resumen de: Formas breves,2,1,3,2
522,El último lector,Ricardo Piglia,4.14,8433968777,9.79E+12,spa,209,331,24,7/15/2009,Anagrama,Resumen de: El último lector,5,4,7,3
523,Money to Burn,Ricardo Piglia/Amanda Hopkinson,3.76,1862076650,9.78E+12,eng,209,69,12,08/01/04,Granta UK,Resumen de: Money to Burn,1,1,4,2
524,Respiración artificial,Ricardo Piglia,3.96,8433924710,9.79E+12,spa,218,1279,77,03/01/08,Anagrama,Resumen de: Respiración artificial,4,4,3,1
525,Plata quemada,Ricardo Piglia,3.76,8433924621,9.79E+12,spa,227,1098,65,07/01/05,Anagrama,Resumen de: Plata quemada,4,2,4,1
526,American Government: Continuity and Change  Alternate Edition,Karen  O'Connor/Larry J. Sabato,2.83,321317106,9.78E+12,eng,664,0,0,03/11/05,Longman Publishing Group,Resumen de: American Government: Continuity and Change  Alternate Edition,3,2,10,1
527,Essentials of American and Texas Government: Continuity and Change,Karen  O'Connor/Larry J. Sabato,3.5,321365208,9.78E+12,eng,854,0,0,7/29/2005,Longman Publishing Group,Resumen de: Essentials of American and Texas Government: Continuity and Change,1,1,3,3
528,El túnel,Ernesto Sabato,4.05,8432216429,9.79E+12,spa,159,453,60,07/01/03,Seix Barral,Resumen de: El túnel,2,2,10,2
529,The Confessions (Works of Saint Augustine 1),Augustine of Hippo/John E. Rotelle/Maria Boulding,3.92,1565480848,9.78E+12,eng,416,142,24,12/01/02,New City Press,Resumen de: The Confessions (Works of Saint Augustine 1),1,1,3,2
530,The City of God,Augustine of Hippo/Thomas Merton/Marcus Dods,3.92,679783199,9.78E+12,eng,905,104,16,09/12/00,Random House,Resumen de: The City of God,2,1,3,3
531,The Enchiridion on Faith Hope and Love (Augustine Series 1),Augustine of Hippo/Bruce Harbert/John E. Rotelle,4.04,1565481240,9.78E+12,eng,144,271,21,10/01/99,New City Press,Resumen de: The Enchiridion on Faith Hope and Love (Augustine Series 1),4,3,10,2
532,Augustine of Hippo: A Biography,Peter R.L. Brown,4.27,520227573,9.78E+12,en-US,576,1643,97,11/24/2000,University of California Press,Resumen de: Augustine of Hippo: A Biography,2,1,8,2
533,On Christian Doctrine,Augustine of Hippo/D.W. Robertson Jr.,4.03,24021504,9.78E+12,eng,191,2335,67,01/11/58,Library of Liberal Arts/Bobb-Merrill (Indianapolis  IN),Resumen de: On Christian Doctrine,4,3,7,2
534,Confessions  Books 1-13,Augustine of Hippo/Peter R.L. Brown/Frank Sheed,3.92,872201864,9.78E+12,eng,296,84,8,01/01/93,Hackett Publ. Co Inc,Resumen de: Confessions  Books 1-13,4,1,10,3
535,Saint Augustine,Garry Wills,3.55,143035983,9.78E+12,eng,176,259,30,8/30/2005,Penguin Books,Resumen de: Saint Augustine,2,2,6,1
536,Augustine: A Very Short Introduction,Henry Chadwick,3.71,192854526,9.78E+12,eng,144,236,33,06/07/01,Oxford University Press  USA,Resumen de: Augustine: A Very Short Introduction,4,2,4,1
537,On Genesis/A Refutation of the Manichees/The Unfinished Literal Meaning of Genesis (Works of St Augustine 1),Augustine of Hippo/Boniface Ramsey/Edmund Hill,3.94,1565482018,9.78E+12,eng,540,29,3,05/01/04,New City Press,Resumen de: On Genesis/A Refutation of the Manichees/The Unfinished Literal Meaning of Genesis (Works of St Augustine 1),5,5,3,2
538,Kitchen Confidential: Adventures in the Culinary Underbelly,Anthony Bourdain,4.07,60934913,9.78E+12,eng,302,2488,266,05/01/01,Ecco Press,Resumen de: Kitchen Confidential: Adventures in the Culinary Underbelly,4,3,3,1
539,Confesiones de un chef,Anthony Bourdain,4.07,8466308954,9.79E+12,spa,478,11,0,02/01/03,Santillana USA Publishing Company,Resumen de: Confesiones de un chef,4,4,4,1
540,The Metamorphoses of Ovid,Ovid/Allen Mandelbaum,4.05,156001268,9.78E+12,eng,559,710,64,4/15/1995,Harcourt Brace,Resumen de: The Metamorphoses of Ovid,3,1,4,3
541,Metamorphoses,Ovid/David Raeburn/Denis Feeney,4.05,014044789X,9.78E+12,eng,723,48223,764,08/03/04,Penguin,Resumen de: Metamorphoses,2,1,9,3
542,Metamorphoses,Ovid/Bernard Knox/Charles    Martin,4.05,393058107,9.78E+12,eng,624,30,8,11/17/2003,W. W. Norton  Company,Resumen de: Metamorphoses,2,1,8,2
543,Ovid's Metamorphoses: Books 1-5,Ovid/William Scovil Anderson,4.27,806128941,9.78E+12,eng,584,229,16,1/15/1998,University of Oklahoma Press,Resumen de: Ovid's Metamorphoses: Books 1-5,3,3,9,2
544,Ovid’s Metamorphoses: Books 6-10,Ovid/William Scovil Anderson,4.32,806114568,9.78E+12,eng,560,32,3,1/15/1978,University of Oklahoma Press,Resumen de: Ovid’s Metamorphoses: Books 6-10,2,2,3,2
545,Latin Via Ovid: A First Course,Norma Goldman/Jacob E. Nyenhuis,4.36,814317324,9.78E+12,en-US,524,78,8,09/01/82,Wayne State University Press,Resumen de: Latin Via Ovid: A First Course,2,1,8,1
546,The Art of Love and Other Poems,Ovid/J.H. Mozley/G.P. Goold,4.02,674992555,9.78E+12,eng,400,98,5,01/01/29,Harvard University Press,Resumen de: The Art of Love and Other Poems,2,2,8,3
547,The Poems of Exile: Tristia and the Black Sea Letters,Ovid/Peter Green,4.12,520242602,9.78E+12,eng,451,432,14,1/18/2005,University of California Press,Resumen de: The Poems of Exile: Tristia and the Black Sea Letters,5,4,6,1
548,Metamorphoses: Volume 2  Books IX-XV,Ovid/Frank Justus Miller,4.52,674990471,9.78E+12,eng,499,61,4,01/01/85,Harvard University Press,Resumen de: Metamorphoses: Volume 2  Books IX-XV,4,1,4,2
549,Metamorphoses: Volume I  Books I-VIII,Ovid/Frank Justus Miller,4.42,674990463,9.78E+12,eng,496,813,14,01/01/77,Harvard University Press,Resumen de: Metamorphoses: Volume I  Books I-VIII,4,4,4,1
550,Practice! Practice!: A Latin Via Ovid Workbook,Norma Goldman/Michael  Rossi,4.08,814326110,9.78E+12,eng,152,12,0,07/01/95,Wayne State University Press,Resumen de: Practice! Practice!: A Latin Via Ovid Workbook,2,2,2,1
551,Tibullus: A Commentary,Michael C.J. Putnam,3.71,806115602,9.78E+12,eng,222,7,1,11/15/1979,University of Oklahoma Press,Resumen de: Tibullus: A Commentary,2,2,1,1
552,Dionysiac Poetics and Euripides' Bacchae,Charles Segal,4.62,069101597X,9.78E+12,eng,440,12,0,11/16/1997,Princeton University Press,Resumen de: Dionysiac Poetics and Euripides' Bacchae,5,4,8,1
553,Antigone,Sophocles/Reginald Gibbons/Charles Segal,3.64,195143108,9.78E+12,eng,197,36,5,09/01/07,Oxford University Press,Resumen de: Antigone,1,1,9,1
554,Antigone,Sophocles/Reginald Gibbons/Charles Segal,3.64,195143736,9.78E+12,eng,208,264,14,06/05/03,Oxford University Press  USA,Resumen de: Antigone,5,3,10,1
555,Object-Oriented Programming in C++,Richard Johnsonbaugh/Martin Kalin,4.07,130158852,9.78E+12,eng,640,14,0,8/13/1999,Prentice Hall,Resumen de: Object-Oriented Programming in C++,3,2,7,3
556,The Iliad,Homer/Robert Fitzgerald,3.86,1857150600,9.78E+12,eng,594,30,2,3/19/1992,Everyman,Resumen de: The Iliad,4,3,8,3
557,Love  Sex & Tragedy: How the Ancient World Shapes Our Lives,Simon Goldhill,3.79,226301192,9.78E+12,eng,345,122,16,11/01/05,University of Chicago Press,Resumen de: Love  Sex & Tragedy: How the Ancient World Shapes Our Lives,1,1,6,3
558,Reading Greek Tragedy,Simon Goldhill,4.12,521315794,9.78E+12,eng,302,32,3,08/05/86,Cambridge University Press,Resumen de: Reading Greek Tragedy,4,2,8,3
559,Who Needs Greek? Contests in the Cultural History of Hellenism,Simon Goldhill,3.4,521011760,9.78E+12,eng,334,10,1,04/04/02,Cambridge University Press,Resumen de: Who Needs Greek? Contests in the Cultural History of Hellenism,1,1,2,1
560,Foucault's Virginity: Ancient Erotic Fiction & the History of Sexuality (Stanford Memorial Lecture),Simon Goldhill,3.73,521479347,9.78E+12,eng,212,10,0,1/26/1995,Cambridge University Press,Resumen de: Foucault's Virginity: Ancient Erotic Fiction & the History of Sexuality (Stanford Memorial Lecture),5,4,4,2
561,2012: The Return of Quetzalcoatl,Daniel Pinchbeck,3.42,1585424838,9.78E+12,en-US,408,1416,217,05/04/06,Tarcher,Resumen de: 2012: The Return of Quetzalcoatl,1,1,3,1
562,Breaking Open the Head: A Psychedelic Journey Into the Heart of Contemporary Shamanism,Daniel Pinchbeck/Lee Fukui,4.06,767907434,9.78E+12,en-US,336,2799,166,08/12/03,Three Rivers Press (CA),Resumen de: Breaking Open the Head: A Psychedelic Journey Into the Heart of Contemporary Shamanism,4,4,6,1
563,Them: Adventures with Extremists,Jon Ronson,3.95,743233212,9.78E+12,eng,336,11990,831,01/07/03,Simon  Schuster,Resumen de: Them: Adventures with Extremists,1,1,8,1
564,The Men Who Stare at Goats,Jon Ronson,3.61,743270606,9.78E+12,eng,259,10679,899,04/10/06,Simon  Schuster,Resumen de: The Men Who Stare at Goats,5,4,3,2
565,Guns  Germs and Steel: The Fates of Human Societies,Jared Diamond,4.03,393061310,9.78E+12,eng,518,4356,404,07/11/05,W.W. Norton,Resumen de: Guns  Germs and Steel: The Fates of Human Societies,1,1,7,3
566,Caught Inside: A Surfer's Year on the California Coast,Daniel Duane,3.87,865475091,9.78E+12,eng,256,633,60,04/10/97,North Point Press,Resumen de: Caught Inside: A Surfer's Year on the California Coast,1,1,5,3
567,Into the Wild,Jon Krakauer,3.98,385486804,9.78E+12,eng,207,800349,18198,1/20/1997,Anchor Books,Resumen de: Into the Wild,2,2,9,1
568,Wild at Heart: Discovering the Secret of a Man's Soul,John Eldredge,3.92,785268839,9.78E+12,eng,256,55106,1503,04/01/01,Thomas Nelson,Resumen de: Wild at Heart: Discovering the Secret of a Man's Soul,2,2,6,2
569,Wild Swans: Three Daughters of China,Jung Chang,4.26,743246985,9.78E+12,eng,562,73572,4280,08/12/03,Simon  Schuster,Resumen de: Wild Swans: Three Daughters of China,5,2,2,3
570,Wild Fire (John Corey  #4),Nelson DeMille,4.01,044657967X,9.78E+12,eng,519,20909,944,11/06/06,Warner Books (NY),Resumen de: Wild Fire (John Corey  #4),3,3,3,2
571,Born to Be Wild,Catherine Coulter,3.78,515142395,9.78E+12,eng,354,2456,115,7/25/2006,Jove,Resumen de: Born to Be Wild,1,1,1,2
572,The Call of the Wild,Jack London/Avi,3.86,439227143,9.78E+12,eng,172,274649,7203,01/01/01,Scholastic,Resumen de: The Call of the Wild,3,2,5,1
573,Wild About Books,Judy Sierra/Marc Brown,4.17,037582538X,9.78E+12,eng,40,4541,378,08/10/04,Alfred A. Knopf Books for Young Readers,Resumen de: Wild About Books,1,1,10,3
574,In Web Design for Libraries,Charles P. Rubenstein,2.67,1591583667,9.78E+12,eng,196,9,2,12/01/06,Libraries Unlimited,Resumen de: In Web Design for Libraries,2,2,5,1
575,Nickel and Dimed: On (Not) Getting by in America,Barbara Ehrenreich,3.63,805063897,9.78E+12,eng,240,168362,5762,05/01/02,Owl Books (Henry Holt),Resumen de: Nickel and Dimed: On (Not) Getting by in America,1,1,6,1
576,The History of Sexuality 1: An Introduction,Michel Foucault/Robert Hurley,4.04,394417755,9.78E+12,eng,168,15,3,10/01/78,Pantheon Books (NY),Resumen de: The History of Sexuality 1: An Introduction,4,3,4,3
577,The History of Sexuality  Volume 1: The Will to Knowledge,Michel Foucault/Robert Hurley,4.04,140268685,9.78E+12,eng,168,313,27,10/29/1998,Penguin,Resumen de: The History of Sexuality  Volume 1: The Will to Knowledge,2,2,10,3
578,The History of Sexuality  Volume 2: The Use of Pleasure,Michel Foucault/Robert Hurley,4.08,140137343,9.78E+12,eng,304,51,2,7/30/1998,Penguin,Resumen de: The History of Sexuality  Volume 2: The Use of Pleasure,5,3,2,3
579,The Making of Pride and Prejudice,Sue Birtwistle/Sue Conklin/Susie Conklin,4.45,014025157X,9.78E+12,eng,128,4244,99,09/07/95,Penguin Books Ltd,Resumen de: The Making of Pride and Prejudice,5,1,9,2
580,Pride and Prejudice,Jane Austen,4.26,192802380,9.78E+12,eng,333,2399,253,02/11/04,Oxford University Press,Resumen de: Pride and Prejudice,1,1,6,1
581,Pride & Prejudice,Jane Austen/Vivien Jones,4.26,143036238,9.78E+12,eng,392,1821,210,09/01/05,Penguin Books,Resumen de: Pride & Prejudice,4,3,5,2
582,Pride and Prejudice,Jane Austen/George Saintsbury/Hugh  Thomson,4.26,486440915,9.78E+12,eng,476,1146,166,05/05/05,Dover Publications,Resumen de: Pride and Prejudice,2,2,10,3
583,Pride and Prejudice,Jane Austen/Carol Howard,4.26,1593083246,9.78E+12,eng,392,1628,171,9/20/2004,Barnes  Noble Classics,Resumen de: Pride and Prejudice,1,1,9,2
584,Under the Banner of Heaven: A Story of Violent Faith,Jon Krakauer,4,1400032806,9.78E+12,eng,399,7481,1022,07/10/03,Anchor Books,Resumen de: Under the Banner of Heaven: A Story of Violent Faith,1,1,6,1
585,Iceland: Land of the Sagas,David  Roberts/Jon Krakauer,3.71,375752676,9.78E+12,eng,160,330,40,10/06/98,Villard,Resumen de: Iceland: Land of the Sagas,3,1,7,1
586,Into Thin Air: A Personal Account of the Mount Everest Disaster,Jon Krakauer,4.17,385494785,9.78E+12,eng,368,351406,11701,10/19/1999,Anchor Books,Resumen de: Into Thin Air: A Personal Account of the Mount Everest Disaster,5,3,5,2
587,In the Land of White Death: An Epic Story of Survival in the Siberian Arctic,Valerian Albanov/Jon Krakauer/David  Roberts/Alison Anderson/Валериан Альбанов,4.01,067978361X,9.78E+12,eng,288,1910,136,09/04/01,Modern Library,Resumen de: In the Land of White Death: An Epic Story of Survival in the Siberian Arctic,2,1,6,2
588,The World Is Flat: A Brief History of the Twenty-first Century,Thomas L. Friedman,3.68,374292795,9.78E+12,eng,616,87570,2800,4/18/2006,Farrar  Straus and Giroux (NY),Resumen de: The World Is Flat: A Brief History of the Twenty-first Century,1,1,9,2
589,La Tierra es plana: Breve historia del mundo globalizado del siglo XXI,Thomas L. Friedman,3.68,8427032226,9.79E+12,spa,495,38,0,01/01/06,Planeta Publishing,Resumen de: La Tierra es plana: Breve historia del mundo globalizado del siglo XXI,1,1,5,1
590,The Avalanche Handbook,David McClung/Peter Schaerer,4.07,898868092,9.78E+12,eng,342,43,1,10/12/06,Mountaineers Books,Resumen de: The Avalanche Handbook,2,2,7,1
591,Avalanche,Arthur J. Roth,3.65,590422677,9.78E+12,eng,144,273,36,01/01/89,Scholastic,Resumen de: Avalanche,2,1,2,1
592,Little Women,Louisa May Alcott,4.07,451529308,9.78E+12,eng,449,1479727,18458,04/06/04,Signet Classics,Resumen de: Little Women,5,4,10,2
593,Little Women (Little Women  #1),Louisa May Alcott/Scott McKowen,4.07,1402714580,9.78E+12,eng,536,1395,131,10/01/04,Sterling,Resumen de: Little Women (Little Women  #1),2,2,9,2
594,Little Women,Louisa May Alcott/Paula Danziger,4.07,439101360,9.78E+12,eng,562,462,45,01/01/00,Scholastic Paperbacks,Resumen de: Little Women,2,2,1,3
595,Little Women,Louisa May Alcott/Jessie Willcox Smith/Frank T. Merrill,4.07,517221160,9.78E+12,eng,389,166,9,09/03/02,Gramercy Books,Resumen de: Little Women,2,1,9,3
596,Little Women  Little Men  Jo's Boys,Louisa May Alcott/Elaine Showalter,4.33,1931082731,9.78E+12,eng,1064,3124,87,2/17/2005,Library of America,Resumen de: Little Women  Little Men  Jo's Boys,3,3,1,3
597,Little Women,Louisa May Alcott,4.07,1904633277,9.78E+12,eng,327,83,9,02/01/04,Collector's Library,Resumen de: Little Women,2,1,7,2
598,A Tale of Two Cities,Charles Dickens/Keith Cox/Cynthia Brantley Johnson,3.84,743487605,9.78E+12,eng,496,131,28,05/01/04,Simon  Schuster,Resumen de: A Tale of Two Cities,2,1,1,2
599,A Tale of Two Cities,Charles Dickens/Gillen D'Arcy Wood,3.84,1593081383,9.78E+12,eng,409,1343,183,7/25/2004,Barnes & Noble Classics,Resumen de: A Tale of Two Cities,3,3,5,2
600,A Tale of Two Cities: Charles Dickens,SparkNotes,4,158663352X,9.78E+12,eng,96,10,1,01/10/02,Spark Publishing,Resumen de: A Tale of Two Cities: Charles Dickens,5,1,8,3
601,A Tale of Two Cities,Charles Dickens/Gillen D'Arcy Wood,3.84,1593080557,9.78E+12,en-US,429,730,88,12/01/03,Barnes  Noble Classics,Resumen de: A Tale of Two Cities,4,4,9,1
602,A Tale of Two Cities,Charles Dickens/Simon Schama,3.84,1857151437,9.78E+12,eng,432,39,9,3/18/1993,Everyman's Library,Resumen de: A Tale of Two Cities,2,1,3,1
603,Den of Thieves,James B. Stewart,4.16,067179227X,9.78E+12,en-US,592,9718,216,09/01/92,Simon  Schuster,Resumen de: Den of Thieves,1,1,8,3
604,Den of Thieves (Cat Royal  #3),Julia Golding,4.21,1405228180,9.78E+12,eng,416,1432,61,1/31/2007,Egmont Books Ltd,Resumen de: Den of Thieves (Cat Royal  #3),5,2,2,2
605,Charles Dickens: Four Novels:  Great Expectations  Hard Times  A Christmas Carol  and A Tale of Two Cities,Charles Dickens,4.3,517093391,9.78E+12,en-US,848,32,2,10/02/93,Gramercy,Resumen de: Charles Dickens: Four Novels:  Great Expectations  Hard Times  A Christmas Carol  and A Tale of Two Cities,1,1,8,2
606,Bleak House,Charles Dickens/Mary Gaitskill/Hablot Knight Browne,4.01,375760059,9.78E+12,eng,887,1235,146,07/09/02,Modern Library,Resumen de: Bleak House,4,4,1,1
607,David Copperfield,Charles Dickens/Gish Jen,3.99,451530047,9.78E+12,eng,928,355,17,02/07/06,Signet,Resumen de: David Copperfield,5,4,7,1
608,What Jane Austen Ate and Charles Dickens Knew: From Fox Hunting to Whist—the Facts of Daily Life in 19th-Century England,Daniel Pool,3.85,671882368,9.78E+12,en-US,416,4873,501,4/21/1994,Touchstone,Resumen de: What Jane Austen Ate and Charles Dickens Knew: From Fox Hunting to Whist—the Facts of Daily Life in 19th-Century England,5,2,5,3
609,Charles Dickens,Jane Smiley,3.82,670030775,9.78E+12,eng,224,552,81,5/13/2002,Viking,Resumen de: Charles Dickens,1,1,5,1
610,Martin Chuzzlewit,Charles Dickens/Patricia Ingham/Hablot Knight Browne,3.83,140436146,9.78E+12,eng,830,13212,394,11/25/1999,Penguin Classics,Resumen de: Martin Chuzzlewit,4,2,6,2
611,Why Is Sex Fun? The Evolution of Human Sexuality (Science Masters),Jared Diamond,3.71,465031269,9.78E+12,eng,176,4532,278,9/25/1998,Basic Books,Resumen de: Why Is Sex Fun? The Evolution of Human Sexuality (Science Masters),2,2,1,1
612,The Third Chimpanzee: The Evolution & Future of the Human Animal,Jared Diamond,4.06,60183071,9.78E+12,eng,407,59,1,01/01/92,HarperCollins Publishers,Resumen de: The Third Chimpanzee: The Evolution & Future of the Human Animal,2,2,1,3
613,J.K.Rowling,Colleen Sexton,3.84,822533898,9.78E+12,eng,112,127,10,09/01/05,Lerner Publications,Resumen de: J.K.Rowling,1,1,4,2
614,Harry Potter Schoolbooks Box Set: Two Classic Books from the Library of Hogwarts School of Witchcraft and Wizardry,J.K. Rowling,4.4,043932162X,9.78E+12,eng,240,11515,139,11/01/01,Arthur A. Levine,Resumen de: Harry Potter Schoolbooks Box Set: Two Classic Books from the Library of Hogwarts School of Witchcraft and Wizardry,4,2,5,3
615,J.K. Rowling's Harry Potter Novels: A Reader's Guide,Philip Nel,3.58,826452329,9.78E+12,eng,96,78,9,9/26/2001,Bloomsbury Academic,Resumen de: J.K. Rowling's Harry Potter Novels: A Reader's Guide,1,1,2,2
616,Harry Potter and the Half-Blood Prince (Harry Potter  #6),J.K. Rowling,4.57,747584664,9.78E+12,eng,768,1213,78,6/23/2006,Bloomsbury Publishing,Resumen de: Harry Potter and the Half-Blood Prince (Harry Potter  #6),5,3,7,1
617,The Santaroga Barrier,Frank Herbert,3.66,765342510,9.78E+12,eng,256,1625,85,9/16/2002,Tor Books,Resumen de: The Santaroga Barrier,5,5,1,3
618,The Dosadi Experiment (ConSentiency Universe  #2),Frank Herbert,3.81,765342537,9.78E+12,eng,320,6146,150,9/16/2002,Tor Books,Resumen de: The Dosadi Experiment (ConSentiency Universe  #2),1,1,3,1
619,The Eyes of Heisenberg,Frank Herbert,3.43,765342529,9.78E+12,eng,192,1485,76,9/16/2002,Tor Books,Resumen de: The Eyes of Heisenberg,4,4,4,3
620,The Birds (Methuen Drama),Sean O'Brien,2.67,413772780,9.78E+12,en-GB,96,3,1,7/22/2002,Bloomsbury Methuen Drama,Resumen de: The Birds (Methuen Drama),3,3,3,3
621,The Frogs,Aristophanes/B.B. Rogers,3.8,1420926713,9.78E+12,en-US,88,3,1,01/01/05,Digireads.com,Resumen de: The Frogs,2,1,8,1
622,Lysistrata,Aristophanes/Jeffrey Henderson,3.85,198144962,9.78E+12,eng,320,76,6,6/21/1990,OUP Oxford,Resumen de: Lysistrata,3,1,9,2
623,"Myths of the Underworld Journey: Plato  Aristophanes  and the ""Orphic"" Gold Tablets",Radcliffe G. Edmonds III,3.75,521834341,9.78E+12,eng,276,3,0,11/18/2004,Cambridge University Press,"Resumen de: Myths of the Underworld Journey: Plato  Aristophanes  and the ""Orphic"" Gold Tablets",1,1,2,3
624,Assembly of Women (Literary Classics),Aristophanes/Robert Mayhew,3.77,1573921335,9.78E+12,en-GB,124,56,4,04/01/97,Prometheus Books,Resumen de: Assembly of Women (Literary Classics),4,1,3,2
625,Comoediae 1: Acharenses/Equites/Nubes/Vespae/Pax/Aves,Aristophanes/F.W. Hall/W.M. Geldart,5,198145047,9.78E+12,grc,364,0,0,2/22/1922,Oxford University Press  USA,Resumen de: Comoediae 1: Acharenses/Equites/Nubes/Vespae/Pax/Aves,3,1,7,2
626,Aristophanes and His Theatre of the Absurd,Paul Anthony Cartledge,3.86,1853991147,9.78E+12,eng,127,7,1,06/01/91,Bristol Classical Press,Resumen de: Aristophanes and His Theatre of the Absurd,1,1,10,3
627,Later Novels and Other Writings: The Lady in the Lake / The Little Sister / The Long Goodbye / Playback / Double Indemnity (screenplay) / Selected Essays and Letters,Raymond Chandler/Frank MacShane,4.47,1883011086,9.78E+12,eng,1076,1107,48,10/01/95,Library of America,Resumen de: Later Novels and Other Writings: The Lady in the Lake / The Little Sister / The Long Goodbye / Playback / Double Indemnity (screenplay) / Selected Essays and Letters,1,1,8,2
628,Stories and Early Novels: Pulp Stories / The Big Sleep / Farewell  My Lovely / The High Window,Raymond Chandler/Frank MacShane,4.5,1883011078,9.78E+12,eng,1199,1324,66,10/01/95,Library of America,Resumen de: Stories and Early Novels: Pulp Stories / The Big Sleep / Farewell  My Lovely / The High Window,1,1,9,2
629,The Lady in the Lake  The Little Sister  The Long Goodbye  Playback (Everyman's Library),Raymond Chandler/Tom Hiney,4.45,375415025,9.78E+12,eng,1016,241,11,10/15/2002,Everyman's Library,Resumen de: The Lady in the Lake  The Little Sister  The Long Goodbye  Playback (Everyman's Library),2,2,1,2
630,The High Window (Philip Marlowe  #3),Raymond Chandler,4.08,394758269,9.78E+12,eng,265,13233,570,08/12/92,Vintage Crime/Black Lizard,Resumen de: The High Window (Philip Marlowe  #3),2,1,9,3
631,The Simple Art of Murder,Raymond Chandler,4.16,394757653,9.78E+12,eng,384,4952,162,09/12/88,Vintage Crime/Black Lizard,Resumen de: The Simple Art of Murder,4,4,3,3
632,The Big Sleep (Philip Marlowe  #1),Raymond Chandler,4.01,394758285,9.78E+12,eng,231,103400,4076,07/12/88,Vintage Crime,Resumen de: The Big Sleep (Philip Marlowe  #1),4,4,7,2
633,The Long Goodbye (Philip Marlowe  #6),Raymond Chandler,4.22,394757688,9.78E+12,eng,379,26389,1619,08/12/88,Vintage Crime/Black Lizard,Resumen de: The Long Goodbye (Philip Marlowe  #6),3,2,7,2
634,An Evening of Long Goodbyes,Paul Murray,3.6,812970403,9.78E+12,eng,448,983,130,9/13/2005,Random House Trade Paperbacks,Resumen de: An Evening of Long Goodbyes,4,4,3,1
635,The Long Goodbye: Memories of My Father,Patti   Davis,3.82,452286875,9.78E+12,eng,205,214,31,10/01/05,Plume Books,Resumen de: The Long Goodbye: Memories of My Father,4,4,9,1
636,Ghost In the Shell 2: Innocence: After the Long Goodbye,Masaki Yamada/Yuji Oniki/Carl Gustav Horn,3.97,1421501562,9.78E+12,eng,196,250,12,10/11/05,VIZ Media LLC,Resumen de: Ghost In the Shell 2: Innocence: After the Long Goodbye,5,3,2,1
